,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,,
4139,"frozenset({'global_nesting_depth_median', 'call_depth_median_neg', 'global_nesting_depth_max', 'trace_length_max_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
4200,"frozenset({'global_nesting_depth_median', 'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
4263,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max', 'trace_length_max_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
4862,"frozenset({'global_nesting_depth_median', 'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max', 'trace_length_max_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
1113,"frozenset({'global_nesting_depth_max', 'global_nesting_depth_median', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
253,"frozenset({'global_nesting_depth_max', 'global_nesting_depth_median'})",frozenset({'AFL_data'}),0.441666667,0.525,0.208333333,0.471698113,0.898472597,-0.023541667,0.899107143,,
313,"frozenset({'call_depth_median_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.441666667,0.525,0.208333333,0.471698113,0.898472597,-0.023541667,0.899107143,,
295,"frozenset({'call_depth_max_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.441666667,0.525,0.208333333,0.471698113,0.898472597,-0.023541667,0.899107143,,
27,frozenset({'global_nesting_depth_max'}),frozenset({'AFL_data'}),0.441666667,0.525,0.208333333,0.471698113,0.898472597,-0.023541667,0.899107143,,
1084,"frozenset({'call_depth_max_neg', 'global_nesting_depth_median', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.441666667,0.525,0.208333333,0.471698113,0.898472597,-0.023541667,0.899107143,,
